FIPS,County,State,Plan_Selections
41019,Douglas County,OR,2850
41021,Gilliam County,OR,81
41023,Grant County,OR,248
41025,Harney County,OR,298
41027,Hood River County,OR,1578
41029,Jackson County,OR,8352
41031,Jefferson County,OR,620
41033,Josephine County,OR,3229
41035,Klamath County,OR,1825
41037,Lake County,OR,288
41039,Lane County,OR,12708
41041,Lincoln County,OR,2187
41043,Linn County,OR,3224
41045,Malheur County,OR,908
41047,Marion County,OR,8426
41049,Morrow County,OR,177
41051,Multnomah County,OR,35120
41053,Polk County,OR,2083
41055,Sherman County,OR,73
41057,Tillamook County,OR,1202
41059,Umatilla County,OR,1676
41061,Union County,OR,978
41063,Wallowa County,OR,571
41065,Wasco County,OR,879
41067,Washington County,OR,18386
41069,Wheeler County,OR,67
41071,Yamhill County,OR,3021
42001,Adams County,PA,3537
42003,Allegheny County,PA,39629
42005,Armstrong County,PA,1818
42007,Beaver County,PA,5008
42009,Bedford County,PA,1592
42011,Berks County,PA,13972
42013,Blair County,PA,2926
42015,Bradford County,PA,1924
42017,Bucks County,PA,31523
42019,Butler County,PA,5320
42021,Cambria County,PA,3803
42023,Cameron County,PA,130
42025,Carbon County,PA,2437
42027,Centre County,PA,3438
42029,Chester County,PA,20521
42031,Clarion County,PA,1442
42033,Clearfield County,PA,2146
42035,Clinton County,PA,862
42037,Columbia County,PA,1799
42039,Crawford County,PA,1888
42041,Cumberland County,PA,7961
42043,Dauphin County,PA,7347
42045,Delaware County,PA,24235
42047,Elk County,PA,828
42049,Erie County,PA,6377
42051,Fayette County,PA,3932
42053,Forest County,PA,151
42055,Franklin County,PA,4416
42057,Fulton County,PA,427
42059,Greene County,PA,785
42061,Huntingdon County,PA,1104
42063,Indiana County,PA,2017
42065,Jefferson County,PA,1341
42067,Juniata County,PA,732
42069,Lackawanna County,PA,7336
42071,Lancaster County,PA,17407
42073,Lawrence County,PA,2402
42075,Lebanon County,PA,3838
42077,Lehigh County,PA,12416
42079,Luzerne County,PA,9990
42081,Lycoming County,PA,3429
42083,McKean County,PA,751
42085,Mercer County,PA,2449
42087,Mifflin County,PA,1117
42089,Monroe County,PA,6713
42091,Montgomery County,PA,37277
42093,Montour County,PA,358
42095,Northampton County,PA,10803
42097,Northumberland County,PA,2178
42099,Perry County,PA,1549
42101,Philadelphia County,PA,59168
42103,Pike County,PA,2461
42105,Potter County,PA,467
42107,Schuylkill County,PA,4032
42109,Snyder County,PA,1214
42111,Somerset County,PA,2421
42113,Sullivan County,PA,283
42115,Susquehanna County,PA,1850
42117,Tioga County,PA,1214
42119,Union County,PA,1057
42121,Venango County,PA,1507
42123,Warren County,PA,956
42125,Washington County,PA,6386
42127,Wayne County,PA,2422
42129,Westmoreland County,PA,11193
42131,Wyoming County,PA,1113
42133,York County,PA,14110
45001,Abbeville County,SC,956
45003,Aiken County,SC,5861
45005,Allendale County,SC,299
45007,Anderson County,SC,8767
45009,Bamberg County,SC,518
45011,Barnwell County,SC,600
45013,Beaufort County,SC,8932
45015,Berkeley County,SC,8398
45017,Calhoun County,SC,660
45019,Charleston County,SC,23015
45021,Cherokee County,SC,1823
45023,Chester County,SC,1282
45025,Chesterfield County,SC,1607
45027,Clarendon County,SC,1372
45029,Colleton County,SC,2405
45031,Darlington County,SC,3067
45033,Dillon County,SC,1237
45035,Dorchester County,SC,6595
45037,Edgefield County,SC,873
45039,Fairfield County,SC,958
45041,Florence County,SC,6804
45043,Georgetown County,SC,3545
45045,Greenville County,SC,27055
45047,Greenwood County,SC,2661
45049,Hampton County,SC,823
45051,Horry County,SC,22111
45053,Jasper County,SC,1367
45055,Kershaw County,SC,2920
45057,Lancaster County,SC,4097
45059,Laurens County,SC,2466
45061,Lee County,SC,755
45063,Lexington County,SC,11746
45065,McCormick County,SC,318
45067,Marion County,SC,1591
45069,Marlboro County,SC,922
45071,Newberry County,SC,1306
45073,Oconee County,SC,2975
45075,Orangeburg County,SC,3997
45077,Pickens County,SC,5388
45079,Richland County,SC,18171
45081,Saluda County,SC,683
45083,Spartanburg County,SC,12261
45085,Sumter County,SC,3996
45087,Union County,SC,746
45089,Williamsburg County,SC,1506
45091,York County,SC,12410
46003,Aurora County,SD,134
46005,Beadle County,SD,490
46007,Bennett County,SD,47
46009,Bon Homme County,SD,221
46011,Brookings County,SD,946
46013,Brown County,SD,1047
46015,Brule County,SD,206
46017,Buffalo County,SD,23
46019,Butte County,SD,300
46021,Campbell County,SD,48
46023,Charles Mix County,SD,302
46025,Clark County,SD,301
46027,Clay County,SD,441
46029,Codington County,SD,1211
46031,Corson County,SD,51
46033,Custer County,SD,323
46035,Davison County,SD,506
46037,Day County,SD,443
46039,Deuel County,SD,192
46041,Dewey County,SD,58
46043,Douglas County,SD,123
46045,Edmunds County,SD,146
46047,Fall River County,SD,228
46049,Faulk County,SD,82
46051,Grant County,SD,228
46053,Gregory County,SD,276
46055,Haakon County,SD,73
46057,Hamlin County,SD,311
46059,Hand County,SD,111
46061,Hanson County,SD,50
46063,Harding County,SD,42
46065,Hughes County,SD,419
46067,Hutchinson County,SD,266
46069,Hyde County,SD,75
46071,Jackson County,SD,91
46073,Jerauld County,SD,83
46075,Jones County,SD,63
46077,Kingsbury County,SD,252
46079,Lake County,SD,441
46081,Lawrence County,SD,932
46083,Lincoln County,SD,1277
46085,Lyman County,SD,130
46087,McCook County,SD,145
46089,McPherson County,SD,69
46091,Marshall County,SD,142
46093,Meade County,SD,764
46095,Mellette County,SD,61
46097,Miner County,SD,65
46099,Minnehaha County,SD,5531
46101,Moody County,SD,203
46103,Pennington County,SD,2798
46105,Perkins County,SD,139
46107,Potter County,SD,131
46109,Roberts County,SD,242
46111,Sanborn County,SD,120
46113,Shannon County,SD,207
46115,Spink County,SD,202
46117,Stanley County,SD,86
46119,Sully County,SD,56
46121,Todd County,SD,78
46123,Tripp County,SD,275
46125,Turner County,SD,311
46127,Union County,SD,495
46129,Walworth County,SD,181
46135,Yankton County,SD,681
46137,Ziebach County,SD,23
47001,Anderson County,TN,2756
47003,Bedford County,TN,1594
47005,Benton County,TN,636
47007,Bledsoe County,TN,380
47009,Blount County,TN,5124
47011,Bradley County,TN,3896
47013,Campbell County,TN,1325
47015,Cannon County,TN,521
47017,Carroll County,TN,973
47019,Carter County,TN,2211
47021,Cheatham County,TN,1709
47023,Chester County,TN,571
47025,Claiborne County,TN,1146
47027,Clay County,TN,410
47029,Cocke County,TN,1444
47031,Coffee County,TN,1904
47033,Crockett County,TN,570
47035,Cumberland County,TN,2098
47037,Davidson County,TN,35588
47039,Decatur County,TN,560
47041,DeKalb County,TN,743
47043,Dickson County,TN,2127
47045,Dyer County,TN,1372
47047,Fayette County,TN,1624
47049,Fentress County,TN,716
47051,Franklin County,TN,1433
47053,Gibson County,TN,1960
47055,Giles County,TN,1190
47057,Grainger County,TN,969
47059,Greene County,TN,2515
47061,Grundy County,TN,504
47063,Hamblen County,TN,2366
47065,Hamilton County,TN,15805
47067,Hancock County,TN,305
47069,Hardeman County,TN,919
47071,Hardin County,TN,1081
47073,Hawkins County,TN,1931
47075,Haywood County,TN,664
47077,Henderson County,TN,1203
47079,Henry County,TN,1253
47081,Hickman County,TN,1084
47083,Houston County,TN,230
47085,Humphreys County,TN,628
47087,Jackson County,TN,514
47089,Jefferson County,TN,2076
47091,Johnson County,TN,544
47093,Knox County,TN,19462
47095,Lake County,TN,166
47097,Lauderdale County,TN,779
47099,Lawrence County,TN,1952
47101,Lewis County,TN,584
47103,Lincoln County,TN,1469
47105,Loudon County,TN,1934
47107,McMinn County,TN,1619
47109,McNairy County,TN,1009
47111,Macon County,TN,905
47113,Madison County,TN,4305
47115,Marion County,TN,993
47117,Marshall County,TN,1089
47119,Maury County,TN,3517
47121,Meigs County,TN,387
47123,Monroe County,TN,1543
47125,Montgomery County,TN,4606
47127,Moore County,TN,182
47129,Morgan County,TN,506
47131,Obion County,TN,1040
47133,Overton County,TN,884
47135,Perry County,TN,310
47137,Pickett County,TN,259
47139,Polk County,TN,659
47141,Putnam County,TN,3253
47143,Rhea County,TN,933
47145,Roane County,TN,1670
47147,Robertson County,TN,2416
47149,Rutherford County,TN,10065
47151,Scott County,TN,744
47153,Sequatchie County,TN,551
47155,Sevier County,TN,5661
47157,Shelby County,TN,39792
47159,Smith County,TN,699
47161,Stewart County,TN,432
47163,Sullivan County,TN,6287
47165,Sumner County,TN,6604
47167,Tipton County,TN,1863
47169,Trousdale County,TN,283
47171,Unicoi County,TN,652
47173,Union County,TN,675
47175,Van Buren County,TN,241
47177,Warren County,TN,1511
47179,Washington County,TN,5487
47181,Wayne County,TN,814
47183,Weakley County,TN,959
47185,White County,TN,1206
47187,Williamson County,TN,9839
47189,Wilson County,TN,4892
48001,Anderson County,TX,1328
48003,Andrews County,TX,428
48005,Angelina County,TX,2846
48007,Aransas County,TX,1345
48009,Archer County,TX,266
48011,Armstrong County,TX,49
48013,Atascosa County,TX,2094
48015,Austin County,TX,1344
48017,Bailey County,TX,287
48019,Bandera County,TX,932
48021,Bastrop County,TX,3623
48023,Baylor County,TX,103
48025,Bee County,TX,835
48027,Bell County,TX,8521
48029,Bexar County,TX,92692
48031,Blanco County,TX,670
48033,Borden County,TX,24
48035,Bosque County,TX,799
48037,Bowie County,TX,2834
48039,Brazoria County,TX,13453
48041,Brazos County,TX,5790
48043,Brewster County,TX,544
48045,Briscoe County,TX,76
48047,Brooks County,TX,287
48049,Brown County,TX,1126
48051,Burleson County,TX,694
48053,Burnet County,TX,2315
48055,Caldwell County,TX,1525
48057,Calhoun County,TX,791
48059,Callahan County,TX,507
48061,Cameron County,TX,20406
48063,Camp County,TX,466
48065,Carson County,TX,177
48067,Cass County,TX,1020
48069,Castro County,TX,282
48071,Chambers County,TX,1004
48073,Cherokee County,TX,1603
48075,Childress County,TX,165
48077,Clay County,TX,287
48079,Cochran County,TX,95
48081,Coke County,TX,105
48083,Coleman County,TX,338
48085,Collin County,TX,49542
48087,Collingsworth County,TX,103
48089,Colorado County,TX,1068
48091,Comal County,TX,5740
48093,Comanche County,TX,599
48095,Concho County,TX,134
48097,Cooke County,TX,1347
48099,Coryell County,TX,1419
48101,Cottle County,TX,41
48103,Crane County,TX,138
48105,Crockett County,TX,127
48107,Crosby County,TX,223
48109,Culberson County,TX,113
48111,Dallam County,TX,292
48113,Dallas County,TX,132637
48115,Dawson County,TX,353
48117,Deaf Smith County,TX,606
48119,Delta County,TX,159
48121,Denton County,TX,38884
48123,DeWitt County,TX,745
48125,Dickens County,TX,55
48127,Dimmit County,TX,609
48129,Donley County,TX,132
48131,Duval County,TX,430
48133,Eastland County,TX,785
48135,Ector County,TX,4760
48137,Edwards County,TX,99
48139,Ellis County,TX,7262
48141,El Paso County,TX,62922
48143,Erath County,TX,1597
48145,Falls County,TX,596
48147,Fannin County,TX,1117
48149,Fayette County,TX,1063
48151,Fisher County,TX,140
48153,Floyd County,TX,200
48155,Foard County,TX,42
48157,Fort Bend County,TX,47509
48159,Franklin County,TX,487
48161,Freestone County,TX,611
48163,Frio County,TX,742
48165,Gaines County,TX,459
48167,Galveston County,TX,14080
48169,Garza County,TX,156
48171,Gillespie County,TX,1374
48173,Glasscock County,TX,72
48175,Goliad County,TX,291
48177,Gonzales County,TX,674
48179,Gray County,TX,607
48181,Grayson County,TX,4366
48183,Gregg County,TX,4892
48185,Grimes County,TX,934
48187,Guadalupe County,TX,4856
48189,Hale County,TX,1035
48191,Hall County,TX,119
48193,Hamilton County,TX,373
48195,Hansford County,TX,209
48197,Hardeman County,TX,152
48199,Hardin County,TX,1800
48201,Harris County,TX,239656
48203,Harrison County,TX,2466
48205,Hartley County,TX,172
48207,Haskell County,TX,291
48209,Hays County,TX,10037
48211,Hemphill County,TX,116
48213,Henderson County,TX,3412
48215,Hidalgo County,TX,38134
48217,Hill County,TX,1418
48219,Hockley County,TX,666
48221,Hood County,TX,2583
48223,Hopkins County,TX,1288
48225,Houston County,TX,587
48227,Howard County,TX,1091
48229,Hudspeth County,TX,271
48231,Hunt County,TX,3494
48233,Hutchinson County,TX,554
48235,Irion County,TX,65
48237,Jack County,TX,324
48239,Jackson County,TX,451
48241,Jasper County,TX,1563
48243,Jeff Davis County,TX,85
48245,Jefferson County,TX,8390
48247,Jim Hogg County,TX,171
48249,Jim Wells County,TX,1724
48251,Johnson County,TX,6770
48253,Jones County,TX,548
48255,Karnes County,TX,452
48257,Kaufman County,TX,4781
48259,Kendall County,TX,1587
48263,Kent County,TX,27
48265,Kerr County,TX,2311
48267,Kimble County,TX,224
48271,Kinney County,TX,123
48273,Kleberg County,TX,1031
48275,Knox County,TX,182
48277,Lamar County,TX,1542
48279,Lamb County,TX,553
48281,Lampasas County,TX,649
48283,La Salle County,TX,283
48285,Lavaca County,TX,675
48287,Lee County,TX,662
48289,Leon County,TX,675
48291,Liberty County,TX,2792
48293,Limestone County,TX,757
48295,Lipscomb County,TX,82
48297,Live Oak County,TX,431
48299,Llano County,TX,1052
48303,Lubbock County,TX,9395
48305,Lynn County,TX,162
48307,McCulloch County,TX,270
48309,McLennan County,TX,7858
48311,McMullen County,TX,50
48313,Madison County,TX,391
48315,Marion County,TX,417
48317,Martin County,TX,146
48319,Mason County,TX,192
48321,Matagorda County,TX,1602
48323,Maverick County,TX,2814
48325,Medina County,TX,2053
48327,Menard County,TX,93
48329,Midland County,TX,4654
48331,Milam County,TX,812
48333,Mills County,TX,192
48335,Mitchell County,TX,213
48337,Montague County,TX,796
48339,Montgomery County,TX,23072
48341,Moore County,TX,541
48343,Morris County,TX,422
48345,Motley County,TX,34
48347,Nacogdoches County,TX,2832
48349,Navarro County,TX,1867
48351,Newton County,TX,496
48353,Nolan County,TX,452
48355,Nueces County,TX,12798
48357,Ochiltree County,TX,354
48359,Oldham County,TX,84
48361,Orange County,TX,2367
48363,Palo Pinto County,TX,1313
48365,Panola County,TX,847
48367,Parker County,TX,5580
48369,Parmer County,TX,274
48371,Pecos County,TX,505
48373,Polk County,TX,2127
48375,Potter County,TX,3223
48377,Presidio County,TX,269
48379,Rains County,TX,460
48381,Randall County,TX,3996
48383,Reagan County,TX,112
48385,Real County,TX,191
48387,Red River County,TX,505
48389,Reeves County,TX,317
48391,Refugio County,TX,280
48393,Roberts County,TX,21
48395,Robertson County,TX,627
48397,Rockwall County,TX,4552
48399,Runnels County,TX,430
48401,Rusk County,TX,1705
48403,Sabine County,TX,379
48405,San Augustine County,TX,356
48407,San Jacinto County,TX,989
48409,San Patricio County,TX,2520
48411,San Saba County,TX,243
48413,Schleicher County,TX,86
48415,Scurry County,TX,432
48417,Shackelford County,TX,145
48419,Shelby County,TX,852
48421,Sherman County,TX,85
48423,Smith County,TX,9261
48425,Somervell County,TX,379
48427,Starr County,TX,3605
48429,Stephens County,TX,415
48431,Sterling County,TX,61
48433,Stonewall County,TX,49
48435,Sutton County,TX,174
48437,Swisher County,TX,241
48439,Tarrant County,TX,100833
48441,Taylor County,TX,4127
48443,Terrell County,TX,74
48445,Terry County,TX,338
48447,Throckmorton County,TX,54
48449,Titus County,TX,895
48451,Tom Green County,TX,4068
48453,Travis County,TX,73093
48455,Trinity County,TX,407
48457,Tyler County,TX,726
48459,Upshur County,TX,1611
48461,Upton County,TX,66
48463,Uvalde County,TX,1728
48465,Val Verde County,TX,2646
48467,Van Zandt County,TX,2514
48469,Victoria County,TX,2869
48471,Walker County,TX,1574
48473,Waller County,TX,1866
48475,Ward County,TX,313
48477,Washington County,TX,1329
48479,Webb County,TX,15805
48481,Wharton County,TX,1748
48483,Wheeler County,TX,180
48485,Wichita County,TX,3340
48487,Wilbarger County,TX,293
48489,Willacy County,TX,1156
48491,Williamson County,TX,25457
48493,Wilson County,TX,1833
48495,Winkler County,TX,224
48497,Wise County,TX,2894
48499,Wood County,TX,1878
48501,Yoakum County,TX,219
48503,Young County,TX,700
48505,Zapata County,TX,533
48507,Zavala County,TX,602
49001,Beaver County,UT,382
49003,Box Elder County,UT,2648
49005,Cache County,UT,7321
49007,Carbon County,UT,930
49009,Daggett County,UT,71
49011,Davis County,UT,16431
49013,Duchesne County,UT,971
49015,Emery County,UT,411
49017,Garfield County,UT,376
49019,Grand County,UT,1021
49021,Iron County,UT,2895
49023,Juab County,UT,705
49025,Kane County,UT,563
49027,Millard County,UT,654
49029,Morgan County,UT,583
49031,Piute County,UT,111
49033,Rich County,UT,221
49035,Salt Lake County,UT,65068
49037,San Juan County,UT,339
49039,Sanpete County,UT,1564
49041,Sevier County,UT,1403
49043,Summit County,UT,3434
49045,Tooele County,UT,2613
49047,Uintah County,UT,1611
49049,Utah County,UT,37422
49051,Wasatch County,UT,2512
49053,Washington County,UT,12046
49055,Wayne County,UT,192
49057,Weber County,UT,11135
51001,Accomack County,VA,1709
51003,Albemarle County,VA,5489
51005,Alleghany County,VA,1053
51007,Amelia County,VA,778
51009,Amherst County,VA,1416
51011,Appomattox County,VA,845
51013,Arlington County,VA,10735
51015,Augusta County,VA,4036
51017,Bath County,VA,276
51019,Bedford County,VA,4075
51021,Bland County,VA,179
51023,Botetourt County,VA,1516
51025,Brunswick County,VA,752
51027,Buchanan County,VA,664
51029,Buckingham County,VA,703
51031,Campbell County,VA,2628
51033,Caroline County,VA,1265
51035,Carroll County,VA,1502
51036,Charles City County,VA,369
51037,Charlotte County,VA,617
51041,Chesterfield County,VA,18099
51043,Clarke County,VA,781
51045,Craig County,VA,222
51047,Culpeper County,VA,2359
51049,Cumberland County,VA,511
51051,Dickenson County,VA,483
51053,Dinwiddie County,VA,1033
51057,Essex County,VA,557
51059,Fairfax County,VA,73091
51061,Fauquier County,VA,3325
51063,Floyd County,VA,1213
51065,Fluvanna County,VA,1240
51067,Franklin County,VA,2953
51069,Frederick County,VA,3673
51071,Giles County,VA,663
51073,Gloucester County,VA,1724
51075,Goochland County,VA,1395
51077,Grayson County,VA,854
51079,Greene County,VA,972
51081,Greensville County,VA,512
51083,Halifax County,VA,1766
51085,Hanover County,VA,5715
51087,Henrico County,VA,20358
51089,Henry County,VA,3406
51091,Highland County,VA,199
51093,Isle of Wight County,VA,1426
51095,James City County,VA,2809
51097,King and Queen County,VA,373
51099,King George County,VA,739
51101,King William County,VA,758
51103,Lancaster County,VA,708
51105,Lee County,VA,665
51107,Loudoun County,VA,19114
51109,Louisa County,VA,1763
51111,Lunenburg County,VA,537
51113,Madison County,VA,699
51115,Mathews County,VA,518
51117,Mecklenburg County,VA,1599
51119,Middlesex County,VA,706
51121,Montgomery County,VA,3559
51125,Nelson County,VA,1084
51127,New Kent County,VA,966
51131,Northampton County,VA,840
51133,Northumberland County,VA,671
51135,Nottoway County,VA,571
51137,Orange County,VA,1722
51139,Page County,VA,1175
51141,Patrick County,VA,922
51143,Pittsylvania County,VA,4021
51145,Powhatan County,VA,1528
51147,Prince Edward County,VA,887
51149,Prince George County,VA,978
51153,Prince William County,VA,27748
51155,Pulaski County,VA,1115
51157,Rappahannock County,VA,589
51159,Richmond County,VA,411
51161,Roanoke County,VA,4775
51163,Rockbridge County,VA,1515
51165,Rockingham County,VA,3765
51167,Russell County,VA,958
51169,Scott County,VA,651
51171,Shenandoah County,VA,2038
51173,Smyth County,VA,1179
51175,Southampton County,VA,698
51177,Spotsylvania County,VA,5722
51179,Stafford County,VA,5204
51181,Surry County,VA,379
51183,Sussex County,VA,418
51185,Tazewell County,VA,1425
51187,Warren County,VA,1734
51191,Washington County,VA,2539
51193,Westmoreland County,VA,809
51195,Wise County,VA,1192
51197,Wythe County,VA,1062
51199,York County,VA,2341
51510,Alexandria city,VA,8862
51515,Bedford city,VA,141
51520,Bristol city,VA,674
51530,Buena Vista city,VA,187
51540,Charlottesville city,VA,2918
51550,Chesapeake city,VA,9127
51570,Colonial Heights city,VA,868
51580,Covington city,VA,205
51590,Danville city,VA,2123
51595,Emporia city,VA,85
51600,Fairfax city,VA,1576
51610,Falls Church city,VA,1063
51620,Franklin city,VA,316
51630,Fredericksburg city,VA,1255
51640,Galax city,VA,249
51650,Hampton city,VA,5312
51660,Harrisonburg city,VA,1610
51670,Hopewell city,VA,804
51678,Lexington city,VA,177
51680,Lynchburg city,VA,3209
51683,Manassas city,VA,2178
51685,Manassas Park city,VA,1082
51690,Martinsville city,VA,858
51700,Newport News city,VA,6907
51710,Norfolk city,VA,8958
51720,Norton city,VA,81
51730,Petersburg city,VA,1263
51735,Poquoson city,VA,439
51740,Portsmouth city,VA,3573
51750,Radford city,VA,478
51760,Richmond city,VA,14117
51770,Roanoke city,VA,4424
51775,Salem city,VA,1090
51790,Staunton city,VA,1118
51800,Suffolk city,VA,2974
51810,Virginia Beach city,VA,21707
51820,Waynesboro city,VA,820
51830,Williamsburg city,VA,532
51840,Winchester city,VA,1216
54001,Barbour County,WV,306
54003,Berkeley County,WV,2235
54005,Boone County,WV,314
54007,Braxton County,WV,356
54009,Brooke County,WV,523
54011,Cabell County,WV,1823
54013,Calhoun County,WV,142
54015,Clay County,WV,172
54017,Doddridge County,WV,141
54019,Fayette County,WV,897
54021,Gilmer County,WV,136
54023,Grant County,WV,213
54025,Greenbrier County,WV,974
54027,Hampshire County,WV,524
54029,Hancock County,WV,725
54031,Hardy County,WV,329
54033,Harrison County,WV,1498
54035,Jackson County,WV,509
54037,Jefferson County,WV,1360
54039,Kanawha County,WV,3830
54041,Lewis County,WV,338
54043,Lincoln County,WV,371
54045,Logan County,WV,523
54047,McDowell County,WV,198
54049,Marion County,WV,1075
54051,Marshall County,WV,584
54053,Mason County,WV,446
54055,Mercer County,WV,1233
54057,Mineral County,WV,495
54059,Mingo County,WV,455
54061,Monongalia County,WV,1954
54063,Monroe County,WV,484
54065,Morgan County,WV,415
54067,Nicholas County,WV,613
54069,Ohio County,WV,1038
54071,Pendleton County,WV,280
54073,Pleasants County,WV,135
54075,Pocahontas County,WV,290
54077,Preston County,WV,616
54079,Putnam County,WV,1205
54081,Raleigh County,WV,1518
54083,Randolph County,WV,599
54085,Ritchie County,WV,179
54087,Roane County,WV,357
54089,Summers County,WV,236
54091,Taylor County,WV,252
54093,Tucker County,WV,222
54095,Tyler County,WV,243
54097,Upshur County,WV,475
54099,Wayne County,WV,605
54101,Webster County,WV,128
54103,Wetzel County,WV,453
54105,Wirt County,WV,95
54107,Wood County,WV,1791
54109,Wyoming County,WV,376
55001,Adams County,WI,828
55003,Ashland County,WI,987
55005,Barron County,WI,2515
55007,Bayfield County,WI,1114
55009,Brown County,WI,10489
55011,Buffalo County,WI,963
55013,Burnett County,WI,866
55015,Calumet County,WI,1786
55017,Chippewa County,WI,3168
55019,Clark County,WI,1909
55021,Columbia County,WI,1856
55023,Crawford County,WI,690
55025,Dane County,WI,16581
55027,Dodge County,WI,3134
55029,Door County,WI,2791
55031,Douglas County,WI,1620
55033,Dunn County,WI,1699
55035,Eau Claire County,WI,4246
55037,Florence County,WI,245
55039,Fond du Lac County,WI,3663
55041,Forest County,WI,536
55043,Grant County,WI,2200
55045,Green County,WI,1447
55047,Green Lake County,WI,635
55049,Iowa County,WI,1062
55051,Iron County,WI,555
55053,Jackson County,WI,879
55055,Jefferson County,WI,3091
55057,Juneau County,WI,858
55059,Kenosha County,WI,6486
55061,Kewaunee County,WI,1130
55063,La Crosse County,WI,4154
55065,Lafayette County,WI,822
55067,Langlade County,WI,1156
55069,Lincoln County,WI,1531
55071,Manitowoc County,WI,3770
55073,Marathon County,WI,6525
55075,Marinette County,WI,2369
55077,Marquette County,WI,613
55078,Menominee County,WI,37
55079,Milwaukee County,WI,38242
55081,Monroe County,WI,1622
55083,Oconto County,WI,2109
55085,Oneida County,WI,2699
55087,Outagamie County,WI,7223
55089,Ozaukee County,WI,4265
55091,Pepin County,WI,458
55093,Pierce County,WI,1645
55095,Polk County,WI,2430
55097,Portage County,WI,3384
55099,Price County,WI,893
55101,Racine County,WI,7151
55103,Richland County,WI,724
55105,Rock County,WI,5007
55107,Rusk County,WI,833
55109,St. Croix County,WI,3399
55111,Sauk County,WI,2424
55113,Sawyer County,WI,983
55115,Shawano County,WI,2327
55117,Sheboygan County,WI,4564
55119,Taylor County,WI,1169
55121,Trempealeau County,WI,1181
55123,Vernon County,WI,1217
55125,Vilas County,WI,2145
55127,Walworth County,WI,5001
55129,Washburn County,WI,993
55131,Washington County,WI,5671
55133,Waukesha County,WI,14347
55135,Waupaca County,WI,2585
55137,Waushara County,WI,1113
55139,Winnebago County,WI,6401
55141,Wood County,WI,3820
56001,Albany County,WY,1384
56003,Big Horn County,WY,533
56005,Campbell County,WY,1072
56007,Carbon County,WY,484
56009,Converse County,WY,404
56011,Crook County,WY,390
56013,Fremont County,WY,1743
56015,Goshen County,WY,707
56017,Hot Springs County,WY,180
56019,Johnson County,WY,478
56021,Laramie County,WY,2820
56023,Lincoln County,WY,1362
56025,Natrona County,WY,2640
56027,Niobrara County,WY,146
56029,Park County,WY,1830
56031,Platte County,WY,352
56033,Sheridan County,WY,1393
56035,Sublette County,WY,631
56037,Sweetwater County,WY,1168
56039,Teton County,WY,2812
56041,Uinta County,WY,663
56043,Washakie County,WY,341
56045,Weston County,WY,237